Cited Article Title,Cited Article EID,Cited Article Link,Miscited Article Title,Miscited Article EID,Miscited Article Link,Citing Article Title,Citing Article EID,Citing Article Link
Image and Video Compression with Neural Networks: A Review,2-s2.0-85086310008,https://www.scopus.com/record/display.url?eid=2-s2.0-85086310008&origin=resultslist,Image and video compression with neural networks: A review,2-s2.0-85151149062,https://www.scopus.com/record/display.url?eid=2-s2.0-85151149062&origin=resultslist,Image Data Hiding in Neural Compressed Latent Representations,2-s2.0-85184857333,https://www.scopus.com/record/display.url?eid=2-s2.0-85184857333&origin=resultslist
Elastic straining of free-standing monolayer graphene,2-s2.0-85077940691,https://www.scopus.com/record/display.url?eid=2-s2.0-85077940691&origin=resultslist,"and Lu, Y. Elastic straining of free-standing monolayer graphene",2-s2.0-85180693621,https://www.scopus.com/record/display.url?eid=2-s2.0-85180693621&origin=resultslist,"Two-Dimensional Transition Metal Boride TMB12 (TM = V, Cr, Mn, and Fe) Monolayers: Robust Antiferromagnetic Semiconductors with Large Magnetic Anisotropy",2-s2.0-85180691272,https://www.scopus.com/record/display.url?eid=2-s2.0-85180691272&origin=resultslist
"MXene chemistry, electrochemistry and energy storage applications",2-s2.0-85128363362,https://www.scopus.com/record/display.url?eid=2-s2.0-85128363362&origin=resultslist,"Yury Gogotsi, Zhi Chunyi. MXene chemistry, electrochemistry and energy storage applications[J]. Nature Reviews",2-s2.0-85212229145,https://www.scopus.com/record/display.url?eid=2-s2.0-85212229145&origin=resultslist,Efficient uranium(VI) separation based on a layered 2D Ti3C2Tx/hydroxyapatite hybrid membrane,2-s2.0-85212229309,https://www.scopus.com/record/display.url?eid=2-s2.0-85212229309&origin=resultslist
"MXene chemistry, electrochemistry and energy storage applications",2-s2.0-85128363362,https://www.scopus.com/record/display.url?eid=2-s2.0-85128363362&origin=resultslist,"MXene chemistry, electrochemistry and energy storage applications",2-s2.0-85131709054,https://www.scopus.com/record/display.url?eid=2-s2.0-85131709054&origin=resultslist,Two-dimensional MXene-based devices for information technology,2-s2.0-85210764498,https://www.scopus.com/record/display.url?eid=2-s2.0-85210764498&origin=resultslist
"MXene chemistry, electrochemistry and energy storage applications",2-s2.0-85128363362,https://www.scopus.com/record/display.url?eid=2-s2.0-85128363362&origin=resultslist,"MXene chemistry, electrochemistry and energy storage applications",2-s2.0-85131709054,https://www.scopus.com/record/display.url?eid=2-s2.0-85131709054&origin=resultslist,Recent advances in and perspectives on pseudocapacitive materials for Supercapacitors–A review,2-s2.0-85145310678,https://www.scopus.com/record/display.url?eid=2-s2.0-85145310678&origin=resultslist
Learning to restore low-light images via decomposition-and-enhancement,2-s2.0-85094315513,https://www.scopus.com/record/display.url?eid=2-s2.0-85094315513&origin=resultslist,Learning to restore low-light images via decomposition-and-enhancement,2-s2.0-85119128336,https://www.scopus.com/record/display.url?eid=2-s2.0-85119128336&origin=resultslist,PD-DETR: towards efficient parallel hybrid matching with transformer for photovoltaic cell defects detection,2-s2.0-85198705235,https://www.scopus.com/record/display.url?eid=2-s2.0-85198705235&origin=resultslist
Learning to restore low-light images via decomposition-and-enhancement,2-s2.0-85094315513,https://www.scopus.com/record/display.url?eid=2-s2.0-85094315513&origin=resultslist,,2-s2.0-85188100076,https://www.scopus.com/record/display.url?eid=2-s2.0-85188100076&origin=resultslist,DCENet-based low-light image enhancement improved by spiking encoding and convLSTM,2-s2.0-85188125874,https://www.scopus.com/record/display.url?eid=2-s2.0-85188125874&origin=resultslist
Micro-light-emitting diodes with quantum dots in display technology,2-s2.0-85084414003,https://www.scopus.com/record/display.url?eid=2-s2.0-85084414003&origin=resultslist,Micro-light-emitting diodes with quantum dots in display technology,2-s2.0-85149612757,https://www.scopus.com/record/display.url?eid=2-s2.0-85149612757&origin=resultslist,Nobel Prize in Chemistry 2023: discovery and synthesis of quantum dots,2-s2.0-85181939936,https://www.scopus.com/record/display.url?eid=2-s2.0-85181939936&origin=resultslist
Distributed Secure Cooperative Control under Denial-of-Service Attacks from Multiple Adversaries,2-s2.0-85088201406,https://www.scopus.com/record/display.url?eid=2-s2.0-85088201406&origin=resultslist,,2-s2.0-85130812781,https://www.scopus.com/record/display.url?eid=2-s2.0-85130812781&origin=resultslist,Prediction of Network Attacks Using Supervised Machine Learning Algorithm,2-s2.0-85130811681,https://www.scopus.com/record/display.url?eid=2-s2.0-85130811681&origin=resultslist
Underwater Image Enhancement via Minimal Color Loss and Locally Adaptive Contrast Enhancement,2-s2.0-85131745333,https://www.scopus.com/record/display.url?eid=2-s2.0-85131745333&origin=resultslist,Underwater image enhancement via minimal color loss and locally adaptive contrast enhancement,2-s2.0-85197292964,https://www.scopus.com/record/display.url?eid=2-s2.0-85197292964&origin=resultslist,Research on Unsupervised Low-Light Railway Fastener Image Enhancement Method Based on Contrastive Learning GAN,2-s2.0-85197142578,https://www.scopus.com/record/display.url?eid=2-s2.0-85197142578&origin=resultslist
Underwater Image Enhancement via Minimal Color Loss and Locally Adaptive Contrast Enhancement,2-s2.0-85131745333,https://www.scopus.com/record/display.url?eid=2-s2.0-85131745333&origin=resultslist,Underwater image enhancement via minimal color loss and locally adaptive contrast enhancement,2-s2.0-85170563040,https://www.scopus.com/record/display.url?eid=2-s2.0-85170563040&origin=resultslist,Underwater Target Detection Based on Parallel High-Resolution Networks,2-s2.0-85170347535,https://www.scopus.com/record/display.url?eid=2-s2.0-85170347535&origin=resultslist
URetinex-Net: Retinex-based Deep Unfolding Network for Low-light Image Enhancement,2-s2.0-85135461030,https://www.scopus.com/record/display.url?eid=2-s2.0-85135461030&origin=resultslist,Uretinex-net: Retinex-based deep unfolding network for low-light image enhancement. In Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (pp. 5901–5910),2-s2.0-85182824991,https://www.scopus.com/record/display.url?eid=2-s2.0-85182824991&origin=resultslist,IETAFusion: An illumination enhancement and target-aware infrared and visible image fusion network for security system of smart city,2-s2.0-85182842860,https://www.scopus.com/record/display.url?eid=2-s2.0-85182842860&origin=resultslist
URetinex-Net: Retinex-based Deep Unfolding Network for Low-light Image Enhancement,2-s2.0-85135461030,https://www.scopus.com/record/display.url?eid=2-s2.0-85135461030&origin=resultslist,URetinex-Net: Retinex-Based Deep Unfolding Network for Low-Light Image Enhancement,2-s2.0-85143840837,https://www.scopus.com/record/display.url?eid=2-s2.0-85143840837&origin=resultslist,LightenDiffusion: Unsupervised Low-Light Image Enhancement with Latent-Retinex Diffusion Models,2-s2.0-85210829488,https://www.scopus.com/record/display.url?eid=2-s2.0-85210829488&origin=resultslist
URetinex-Net: Retinex-based Deep Unfolding Network for Low-light Image Enhancement,2-s2.0-85135461030,https://www.scopus.com/record/display.url?eid=2-s2.0-85135461030&origin=resultslist,URetinex-Net: Retinex-Based Deep Unfolding Network for Low-Light Image Enhancement,2-s2.0-85143840837,https://www.scopus.com/record/display.url?eid=2-s2.0-85143840837&origin=resultslist,Watching it in Dark: A Target-Aware Representation Learning Framework for High-Level Vision Tasks in Low Illumination,2-s2.0-85209878850,https://www.scopus.com/record/display.url?eid=2-s2.0-85209878850&origin=resultslist
URetinex-Net: Retinex-based Deep Unfolding Network for Low-light Image Enhancement,2-s2.0-85135461030,https://www.scopus.com/record/display.url?eid=2-s2.0-85135461030&origin=resultslist,URetinex-Net: Retinex-Based Deep Unfolding Network for Low-Light Image Enhancement,2-s2.0-85143840837,https://www.scopus.com/record/display.url?eid=2-s2.0-85143840837&origin=resultslist,Detailed-based dictionary learning for low-light image enhancement using camera response model for industrial applications,2-s2.0-85199564912,https://www.scopus.com/record/display.url?eid=2-s2.0-85199564912&origin=resultslist
URetinex-Net: Retinex-based Deep Unfolding Network for Low-light Image Enhancement,2-s2.0-85135461030,https://www.scopus.com/record/display.url?eid=2-s2.0-85135461030&origin=resultslist,URetinex-Net: Retinex-Based Deep Unfolding Network for Low-Light Image Enhancement,2-s2.0-85143840837,https://www.scopus.com/record/display.url?eid=2-s2.0-85143840837&origin=resultslist,Exploring Fast and Flexible Zero-Shot Low-Light Image/Video Enhancement,2-s2.0-85207688349,https://www.scopus.com/record/display.url?eid=2-s2.0-85207688349&origin=resultslist
URetinex-Net: Retinex-based Deep Unfolding Network for Low-light Image Enhancement,2-s2.0-85135461030,https://www.scopus.com/record/display.url?eid=2-s2.0-85135461030&origin=resultslist,URetinex-Net: Retinex-Based Deep Unfolding Network for Low-Light Image Enhancement,2-s2.0-85143840837,https://www.scopus.com/record/display.url?eid=2-s2.0-85143840837&origin=resultslist,A TransISP Based Image Enhancement Method for Visual Disbalance in Low-light Images,2-s2.0-85207231315,https://www.scopus.com/record/display.url?eid=2-s2.0-85207231315&origin=resultslist
URetinex-Net: Retinex-based Deep Unfolding Network for Low-light Image Enhancement,2-s2.0-85135461030,https://www.scopus.com/record/display.url?eid=2-s2.0-85135461030&origin=resultslist,URetinex-Net: Retinex-Based Deep Unfolding Network for Low-Light Image Enhancement,2-s2.0-85143840837,https://www.scopus.com/record/display.url?eid=2-s2.0-85143840837&origin=resultslist,Low-light image enhancement using negative feedback pulse coupled neural network,2-s2.0-85197621055,https://www.scopus.com/record/display.url?eid=2-s2.0-85197621055&origin=resultslist
URetinex-Net: Retinex-based Deep Unfolding Network for Low-light Image Enhancement,2-s2.0-85135461030,https://www.scopus.com/record/display.url?eid=2-s2.0-85135461030&origin=resultslist,URetinex-Net: Retinex-Based Deep Unfolding Network for Low-Light Image Enhancement,2-s2.0-85143840837,https://www.scopus.com/record/display.url?eid=2-s2.0-85143840837&origin=resultslist,MRN-LOD: Multi-exposure Refinement Network for Low-light Object Detection,2-s2.0-85184779316,https://www.scopus.com/record/display.url?eid=2-s2.0-85184779316&origin=resultslist
URetinex-Net: Retinex-based Deep Unfolding Network for Low-light Image Enhancement,2-s2.0-85135461030,https://www.scopus.com/record/display.url?eid=2-s2.0-85135461030&origin=resultslist,URetinex-Net: Retinex-Based Deep Unfolding Network for Low-Light Image Enhancement,2-s2.0-85143840837,https://www.scopus.com/record/display.url?eid=2-s2.0-85143840837&origin=resultslist,Dual-Branch Multi-Scale Optimization Network for Enhancing Low-Light Images in Rail Transit Obstacle Detection and Segmentation,2-s2.0-85211969599,https://www.scopus.com/record/display.url?eid=2-s2.0-85211969599&origin=resultslist
URetinex-Net: Retinex-based Deep Unfolding Network for Low-light Image Enhancement,2-s2.0-85135461030,https://www.scopus.com/record/display.url?eid=2-s2.0-85135461030&origin=resultslist,URetinex-Net: Retinex-Based Deep Unfolding Network for Low-Light Image Enhancement,2-s2.0-85143840837,https://www.scopus.com/record/display.url?eid=2-s2.0-85143840837&origin=resultslist,A Channel-Wise Guidance Sparse Transformer for Effective Dark Image Enhancement,2-s2.0-85206569089,https://www.scopus.com/record/display.url?eid=2-s2.0-85206569089&origin=resultslist
URetinex-Net: Retinex-based Deep Unfolding Network for Low-light Image Enhancement,2-s2.0-85135461030,https://www.scopus.com/record/display.url?eid=2-s2.0-85135461030&origin=resultslist,URetinex-Net: Retinex-Based Deep Unfolding Network for Low-Light Image Enhancement,2-s2.0-85143840837,https://www.scopus.com/record/display.url?eid=2-s2.0-85143840837&origin=resultslist,Improved Attention-based Fusion Model Integrating DnCNN and Unet for Low-Light Image Enhancement,2-s2.0-85200128428,https://www.scopus.com/record/display.url?eid=2-s2.0-85200128428&origin=resultslist
URetinex-Net: Retinex-based Deep Unfolding Network for Low-light Image Enhancement,2-s2.0-85135461030,https://www.scopus.com/record/display.url?eid=2-s2.0-85135461030&origin=resultslist,URetinex-Net: Retinex-Based Deep Unfolding Network for Low-Light Image Enhancement,2-s2.0-85143840837,https://www.scopus.com/record/display.url?eid=2-s2.0-85143840837&origin=resultslist,Low Light Image Enhancement in License Plate Recognition using URetinex-Net and TRBA,2-s2.0-85193201570,https://www.scopus.com/record/display.url?eid=2-s2.0-85193201570&origin=resultslist
URetinex-Net: Retinex-based Deep Unfolding Network for Low-light Image Enhancement,2-s2.0-85135461030,https://www.scopus.com/record/display.url?eid=2-s2.0-85135461030&origin=resultslist,URetinex-Net: Retinex-Based Deep Unfolding Network for Low-Light Image Enhancement,2-s2.0-85143840837,https://www.scopus.com/record/display.url?eid=2-s2.0-85143840837&origin=resultslist,Bootstrap Diffusion Model Curve Estimation for High Resolution Low-Light Image Enhancement,2-s2.0-85177428974,https://www.scopus.com/record/display.url?eid=2-s2.0-85177428974&origin=resultslist
URetinex-Net: Retinex-based Deep Unfolding Network for Low-light Image Enhancement,2-s2.0-85135461030,https://www.scopus.com/record/display.url?eid=2-s2.0-85135461030&origin=resultslist,URetinex-Net: Retinex-Based Deep Unfolding Network for Low-Light Image Enhancement,2-s2.0-85143840837,https://www.scopus.com/record/display.url?eid=2-s2.0-85143840837&origin=resultslist,Invertible network for unpaired low-light image enhancement,2-s2.0-85148350325,https://www.scopus.com/record/display.url?eid=2-s2.0-85148350325&origin=resultslist
URetinex-Net: Retinex-based Deep Unfolding Network for Low-light Image Enhancement,2-s2.0-85135461030,https://www.scopus.com/record/display.url?eid=2-s2.0-85135461030&origin=resultslist,URetinex-Net: Retinex-Based Deep Unfolding Network for Low-Light Image Enhancement,2-s2.0-85143840837,https://www.scopus.com/record/display.url?eid=2-s2.0-85143840837&origin=resultslist,Bilevel Generative Learning for Low-Light Vision,2-s2.0-85179554629,https://www.scopus.com/record/display.url?eid=2-s2.0-85179554629&origin=resultslist
URetinex-Net: Retinex-based Deep Unfolding Network for Low-light Image Enhancement,2-s2.0-85135461030,https://www.scopus.com/record/display.url?eid=2-s2.0-85135461030&origin=resultslist,URetinex-Net: Retinex-Based Deep Unfolding Network for Low-Light Image Enhancement,2-s2.0-85143840837,https://www.scopus.com/record/display.url?eid=2-s2.0-85143840837&origin=resultslist,Enhancing Low-Light Images: A Variation-based Retinex with Modified Bilateral Total Variation and Tensor Sparse Coding,2-s2.0-85175622141,https://www.scopus.com/record/display.url?eid=2-s2.0-85175622141&origin=resultslist
URetinex-Net: Retinex-based Deep Unfolding Network for Low-light Image Enhancement,2-s2.0-85135461030,https://www.scopus.com/record/display.url?eid=2-s2.0-85135461030&origin=resultslist,URetinex-Net: Retinex-Based Deep Unfolding Network for Low-Light Image Enhancement,2-s2.0-85143840837,https://www.scopus.com/record/display.url?eid=2-s2.0-85143840837&origin=resultslist,Robust Novel View Synthesis with Color Transform Module,2-s2.0-85175189073,https://www.scopus.com/record/display.url?eid=2-s2.0-85175189073&origin=resultslist
URetinex-Net: Retinex-based Deep Unfolding Network for Low-light Image Enhancement,2-s2.0-85135461030,https://www.scopus.com/record/display.url?eid=2-s2.0-85135461030&origin=resultslist,URetinex-Net: Retinex-Based Deep Unfolding Network for Low-Light Image Enhancement,2-s2.0-85143840837,https://www.scopus.com/record/display.url?eid=2-s2.0-85143840837&origin=resultslist,Multiple transformation function estimation for image enhancement,2-s2.0-85162886711,https://www.scopus.com/record/display.url?eid=2-s2.0-85162886711&origin=resultslist
URetinex-Net: Retinex-based Deep Unfolding Network for Low-light Image Enhancement,2-s2.0-85135461030,https://www.scopus.com/record/display.url?eid=2-s2.0-85135461030&origin=resultslist,URetinex-Net: Retinex-Based Deep Unfolding Network for Low-Light Image Enhancement,2-s2.0-85143840837,https://www.scopus.com/record/display.url?eid=2-s2.0-85143840837&origin=resultslist,Deep-Gamma: deep low-excitation fluorescence imaging global enhancement,2-s2.0-85159256513,https://www.scopus.com/record/display.url?eid=2-s2.0-85159256513&origin=resultslist
URetinex-Net: Retinex-based Deep Unfolding Network for Low-light Image Enhancement,2-s2.0-85135461030,https://www.scopus.com/record/display.url?eid=2-s2.0-85135461030&origin=resultslist,URetinex-Net: Retinex-Based Deep Unfolding Network for Low-Light Image Enhancement,2-s2.0-85143840837,https://www.scopus.com/record/display.url?eid=2-s2.0-85143840837&origin=resultslist,Global attention retinex network for low light image enhancement,2-s2.0-85149776235,https://www.scopus.com/record/display.url?eid=2-s2.0-85149776235&origin=resultslist
URetinex-Net: Retinex-based Deep Unfolding Network for Low-light Image Enhancement,2-s2.0-85135461030,https://www.scopus.com/record/display.url?eid=2-s2.0-85135461030&origin=resultslist,URetinex-Net: Retinex-Based Deep Unfolding Network for Low-Light Image Enhancement,2-s2.0-85143840837,https://www.scopus.com/record/display.url?eid=2-s2.0-85143840837&origin=resultslist,A non-uniform illumination image enhancement method based on fusion of events and frames,2-s2.0-85143807780,https://www.scopus.com/record/display.url?eid=2-s2.0-85143807780&origin=resultslist
URetinex-Net: Retinex-based Deep Unfolding Network for Low-light Image Enhancement,2-s2.0-85135461030,https://www.scopus.com/record/display.url?eid=2-s2.0-85135461030&origin=resultslist,URetinex-Net: Retinex-Based Deep Unfolding Network for Low-Light Image Enhancement,2-s2.0-85143840837,https://www.scopus.com/record/display.url?eid=2-s2.0-85143840837&origin=resultslist,ELEGAN: An Efficient Low Light Enhancement GAN for Unpaired Supervision,2-s2.0-85180815008,https://www.scopus.com/record/display.url?eid=2-s2.0-85180815008&origin=resultslist
URetinex-Net: Retinex-based Deep Unfolding Network for Low-light Image Enhancement,2-s2.0-85135461030,https://www.scopus.com/record/display.url?eid=2-s2.0-85135461030&origin=resultslist,URetinex-Net: Retinex-Based Deep Unfolding Network for Low-Light Image Enhancement,2-s2.0-85143840837,https://www.scopus.com/record/display.url?eid=2-s2.0-85143840837&origin=resultslist,Realistic Nighttime Haze Image Generation with Glow Effect,2-s2.0-85153408903,https://www.scopus.com/record/display.url?eid=2-s2.0-85153408903&origin=resultslist
An integrated approach to automatic pixel-level crack detection and quantification of asphalt pavement,2-s2.0-85081645498,https://www.scopus.com/record/display.url?eid=2-s2.0-85081645498&origin=resultslist,,2-s2.0-85101682512,https://www.scopus.com/record/display.url?eid=2-s2.0-85101682512&origin=resultslist,Road crack detection and recognition based on image correction of horizontal camera and convolutional neural network,2-s2.0-85101676452,https://www.scopus.com/record/display.url?eid=2-s2.0-85101676452&origin=resultslist
Grain size effect on tensile properties and slip systems of pure magnesium,2-s2.0-85098777224,https://www.scopus.com/record/display.url?eid=2-s2.0-85098777224&origin=resultslist,"Grain size effect on tensile properties and slip systems of pure magnesium [J]. Acta Materialia, 2021, 206 [24] Zhou X, Li X Y, Lu K. Strain hardening in gradient nano-grained Cu at 77 K",2-s2.0-85160199831,https://www.scopus.com/record/display.url?eid=2-s2.0-85160199831&origin=resultslist,Room Temperature Work-Hardenning Behavior of a Novel Sandwich Sheet of Cu-Al Alloy with Gradient Structure Surfaces on Both Sides [梯度结构铜铝合金的室温加工硬化行为],2-s2.0-85160212107,https://www.scopus.com/record/display.url?eid=2-s2.0-85160212107&origin=resultslist
An Underwater Image Enhancement Benchmark Dataset and beyond,2-s2.0-85079786193,https://www.scopus.com/record/display.url?eid=2-s2.0-85079786193&origin=resultslist,An underwater image enhancement benchmark dataset and beyond,2-s2.0-85150594591,https://www.scopus.com/record/display.url?eid=2-s2.0-85150594591&origin=resultslist,A multi-path attention network for non-uniform blind image deblurring,2-s2.0-85150597100,https://www.scopus.com/record/display.url?eid=2-s2.0-85150597100&origin=resultslist
An Underwater Image Enhancement Benchmark Dataset and beyond,2-s2.0-85079786193,https://www.scopus.com/record/display.url?eid=2-s2.0-85079786193&origin=resultslist,An underwater image enhancement benchmark dataset and beyond,2-s2.0-85150594591,https://www.scopus.com/record/display.url?eid=2-s2.0-85150594591&origin=resultslist,Dynamic scene blind image deblurring based on local and non-local features,2-s2.0-85153110853,https://www.scopus.com/record/display.url?eid=2-s2.0-85153110853&origin=resultslist
An Underwater Image Enhancement Benchmark Dataset and beyond,2-s2.0-85079786193,https://www.scopus.com/record/display.url?eid=2-s2.0-85079786193&origin=resultslist,An Underwater Image Enhancement Benchmark Dataset and Beyond,2-s2.0-85077631118,https://www.scopus.com/record/display.url?eid=2-s2.0-85077631118&origin=resultslist,Research on underwater degraded image enhancement technology based on lightweight network,2-s2.0-85171133710,https://www.scopus.com/record/display.url?eid=2-s2.0-85171133710&origin=resultslist
An Underwater Image Enhancement Benchmark Dataset and beyond,2-s2.0-85079786193,https://www.scopus.com/record/display.url?eid=2-s2.0-85079786193&origin=resultslist,An Underwater Image Enhancement Benchmark Dataset and Beyond,2-s2.0-85077631118,https://www.scopus.com/record/display.url?eid=2-s2.0-85077631118&origin=resultslist,Underwater image restoration based on multi-scale attention fusion and convolutional neural network [基于多尺度注意力融合和卷积神经网络的水下图像恢复],2-s2.0-85110225135,https://www.scopus.com/record/display.url?eid=2-s2.0-85110225135&origin=resultslist
An Underwater Image Enhancement Benchmark Dataset and beyond,2-s2.0-85079786193,https://www.scopus.com/record/display.url?eid=2-s2.0-85079786193&origin=resultslist,An Underwater Image Enhancement Benchmark Dataset and Beyond,2-s2.0-85077631118,https://www.scopus.com/record/display.url?eid=2-s2.0-85077631118&origin=resultslist,Review on Key Technologies of Target Exploration in Underwater Optical Images,2-s2.0-85082657030,https://www.scopus.com/record/display.url?eid=2-s2.0-85082657030&origin=resultslist
An Underwater Image Enhancement Benchmark Dataset and beyond,2-s2.0-85079786193,https://www.scopus.com/record/display.url?eid=2-s2.0-85079786193&origin=resultslist,An Underwater Image Enhancement Benchmark Dataset and Beyond,2-s2.0-85077631118,https://www.scopus.com/record/display.url?eid=2-s2.0-85077631118&origin=resultslist,A fast image deformity correction algorithm for underwater turbulent image distortion,2-s2.0-85071757626,https://www.scopus.com/record/display.url?eid=2-s2.0-85071757626&origin=resultslist
An Underwater Image Enhancement Benchmark Dataset and beyond,2-s2.0-85079786193,https://www.scopus.com/record/display.url?eid=2-s2.0-85079786193&origin=resultslist,,2-s2.0-85145770582,https://www.scopus.com/record/display.url?eid=2-s2.0-85145770582&origin=resultslist,Color Correction Method using Monocular Depth Estimation Model for Underwater Images,2-s2.0-85213393616,https://www.scopus.com/record/display.url?eid=2-s2.0-85213393616&origin=resultslist
An Underwater Image Enhancement Benchmark Dataset and beyond,2-s2.0-85079786193,https://www.scopus.com/record/display.url?eid=2-s2.0-85079786193&origin=resultslist,,2-s2.0-85145770582,https://www.scopus.com/record/display.url?eid=2-s2.0-85145770582&origin=resultslist,WaveDiff: Underwater Visual Data Enhancement with Wavelet-Accelerated Diffusion,2-s2.0-85212410698,https://www.scopus.com/record/display.url?eid=2-s2.0-85212410698&origin=resultslist
An Underwater Image Enhancement Benchmark Dataset and beyond,2-s2.0-85079786193,https://www.scopus.com/record/display.url?eid=2-s2.0-85079786193&origin=resultslist,,2-s2.0-85145770582,https://www.scopus.com/record/display.url?eid=2-s2.0-85145770582&origin=resultslist,Enhancement of Underwater Images using DCP and CycleGAN,2-s2.0-85207092242,https://www.scopus.com/record/display.url?eid=2-s2.0-85207092242&origin=resultslist
An Underwater Image Enhancement Benchmark Dataset and beyond,2-s2.0-85079786193,https://www.scopus.com/record/display.url?eid=2-s2.0-85079786193&origin=resultslist,,2-s2.0-85145770582,https://www.scopus.com/record/display.url?eid=2-s2.0-85145770582&origin=resultslist,Underwater image restoration for seafloor targets with hybrid attention mechanisms and conditional generative adversarial network,2-s2.0-85145968178,https://www.scopus.com/record/display.url?eid=2-s2.0-85145968178&origin=resultslist
An Underwater Image Enhancement Benchmark Dataset and beyond,2-s2.0-85079786193,https://www.scopus.com/record/display.url?eid=2-s2.0-85079786193&origin=resultslist,,2-s2.0-85145770582,https://www.scopus.com/record/display.url?eid=2-s2.0-85145770582&origin=resultslist,Enhancing Underwater Images with MultiScale Residual Attention Network,2-s2.0-85174279140,https://www.scopus.com/record/display.url?eid=2-s2.0-85174279140&origin=resultslist
An Underwater Image Enhancement Benchmark Dataset and beyond,2-s2.0-85079786193,https://www.scopus.com/record/display.url?eid=2-s2.0-85079786193&origin=resultslist,,2-s2.0-85145770582,https://www.scopus.com/record/display.url?eid=2-s2.0-85145770582&origin=resultslist,YOLOX based Underwater Object Detection for Inshore Aquaculture,2-s2.0-85145783009,https://www.scopus.com/record/display.url?eid=2-s2.0-85145783009&origin=resultslist
An Underwater Image Enhancement Benchmark Dataset and beyond,2-s2.0-85079786193,https://www.scopus.com/record/display.url?eid=2-s2.0-85079786193&origin=resultslist,,2-s2.0-85145770582,https://www.scopus.com/record/display.url?eid=2-s2.0-85145770582&origin=resultslist,Object Recognition based Self-Position Estimation for Underwater Robots,2-s2.0-85145769521,https://www.scopus.com/record/display.url?eid=2-s2.0-85145769521&origin=resultslist
An Underwater Image Enhancement Benchmark Dataset and beyond,2-s2.0-85079786193,https://www.scopus.com/record/display.url?eid=2-s2.0-85079786193&origin=resultslist,,2-s2.0-85145770582,https://www.scopus.com/record/display.url?eid=2-s2.0-85145770582&origin=resultslist,Image enhancement using nonlocal prior and gradient residual minimization for improved visualization of deep underwater image,2-s2.0-85121459752,https://www.scopus.com/record/display.url?eid=2-s2.0-85121459752&origin=resultslist
An Underwater Image Enhancement Benchmark Dataset and beyond,2-s2.0-85079786193,https://www.scopus.com/record/display.url?eid=2-s2.0-85079786193&origin=resultslist,An Underwater Image Enhancement Benchmark Dataset and Beyond,2-s2.0-85209225795,https://www.scopus.com/record/display.url?eid=2-s2.0-85209225795&origin=resultslist,Zero-UMSIE: a zero-shot underwater multi-scale image enhancement method based on isomorphic features,2-s2.0-85209212214,https://www.scopus.com/record/display.url?eid=2-s2.0-85209212214&origin=resultslist
An Underwater Image Enhancement Benchmark Dataset and beyond,2-s2.0-85079786193,https://www.scopus.com/record/display.url?eid=2-s2.0-85079786193&origin=resultslist,,2-s2.0-85161906557,https://www.scopus.com/record/display.url?eid=2-s2.0-85161906557&origin=resultslist,Underwater Image Enhancement via Residual Dense Block and Feature Pyramid Attention,2-s2.0-85161847445,https://www.scopus.com/record/display.url?eid=2-s2.0-85161847445&origin=resultslist
Image Quality Assessment: Unifying Structure and Texture Similarity,2-s2.0-85098757649,https://www.scopus.com/record/display.url?eid=2-s2.0-85098757649&origin=resultslist,Image quality assessment: Unifying structure and texture similarity,2-s2.0-85143440472,https://www.scopus.com/record/display.url?eid=2-s2.0-85143440472&origin=resultslist,STRAT: Image style transfer with region-aware transformer,2-s2.0-85211078178,https://www.scopus.com/record/display.url?eid=2-s2.0-85211078178&origin=resultslist
Image Quality Assessment: Unifying Structure and Texture Similarity,2-s2.0-85098757649,https://www.scopus.com/record/display.url?eid=2-s2.0-85098757649&origin=resultslist,Image quality assessment: Unifying structure and texture similarity,2-s2.0-85143440472,https://www.scopus.com/record/display.url?eid=2-s2.0-85143440472&origin=resultslist,AdaDiffSR: Adaptive Region-Aware Dynamic Acceleration Diffusion Model for Real-World Image Super-Resolution,2-s2.0-85211323528,https://www.scopus.com/record/display.url?eid=2-s2.0-85211323528&origin=resultslist
Image Quality Assessment: Unifying Structure and Texture Similarity,2-s2.0-85098757649,https://www.scopus.com/record/display.url?eid=2-s2.0-85098757649&origin=resultslist,Image quality assessment: Unifying structure and texture similarity,2-s2.0-85143440472,https://www.scopus.com/record/display.url?eid=2-s2.0-85143440472&origin=resultslist,Depicting Beyond Scores: Advancing Image Quality Assessment Through Multi-modal Language Models,2-s2.0-85210869840,https://www.scopus.com/record/display.url?eid=2-s2.0-85210869840&origin=resultslist
Image Quality Assessment: Unifying Structure and Texture Similarity,2-s2.0-85098757649,https://www.scopus.com/record/display.url?eid=2-s2.0-85098757649&origin=resultslist,Image quality assessment: Unifying structure and texture similarity,2-s2.0-85143440472,https://www.scopus.com/record/display.url?eid=2-s2.0-85143440472&origin=resultslist,CrossScore: Towards Multi-View Image Evaluation and Scoring,2-s2.0-85208248612,https://www.scopus.com/record/display.url?eid=2-s2.0-85208248612&origin=resultslist
